Unnamed: 0,site_id,phenophase_a,phenophase_b,number_of_observations,kendall_tau,p_value,genus_x,species_x,species_a_common,species_a_name,genus_y,species_y,species_b_common,species_b_name,site_name
1268,9343,471,498,12,0.5625,0.0127098157395439,Betula,lenta,sweet birch,Betula lenta,Betula,lenta,sweet birch,Betula lenta,GRSM-Tremont-Dorsey Branch
1269,9343,471,498,12,0.5354496700964052,0.0181450607327122,Betula,lenta,sweet birch,Betula lenta,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-Dorsey Branch
1270,9343,471,471,12,0.4806345965331828,0.0322943377269403,Betula,lenta,sweet birch,Betula lenta,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1271,9343,471,498,12,0.53125,0.018604354576073,Betula,lenta,sweet birch,Betula lenta,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1274,9343,483,483,15,0.6502541951775108,0.0009875678134361,Betula,lenta,sweet birch,Betula lenta,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,GRSM-Tremont-Dorsey Branch
1279,9343,498,471,12,0.542651963827787,0.0156501377233771,Betula,lenta,sweet birch,Betula lenta,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1280,9343,498,498,12,0.46875,0.0378478548216195,Betula,lenta,sweet birch,Betula lenta,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1281,9343,498,471,12,0.4651302547095317,0.0382941790302906,Betula,lenta,sweet birch,Betula lenta,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Tremont-Dorsey Branch
1285,9343,483,483,15,0.5100255019126594,0.0105659517336328,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Tremont-Dorsey Branch
1286,9343,483,483,15,0.392175710550494,0.0461516972393417,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Dorsey Branch
1287,9343,498,471,12,0.5000610463343951,0.0265167833177904,Carpinus,caroliniana,American hornbeam,Carpinus caroliniana,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1291,9343,471,498,12,0.5116432801804849,0.022675321110971,Platanus,occidentalis,American sycamore,Platanus occidentalis,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Tremont-Dorsey Branch
1294,9343,483,483,15,0.6030226891555273,0.0025781016502965,Platanus,occidentalis,American sycamore,Platanus occidentalis,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Tremont-Dorsey Branch
1298,9343,471,498,12,0.4961389383568338,0.0271187165445825,Aesculus,flava,yellow buckeye,Aesculus flava,Cladrastis,kentukea,Kentucky yellowwood,Cladrastis kentukea,GRSM-Tremont-Dorsey Branch
1302,11895,483,483,11,0.574074074074074,0.015183516079867,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Betula,alleghaniensis,yellow birch,Betula alleghaniensis,GRSM-Cataloochee Ranger Stn
1304,11895,483,483,11,0.8440722199302099,0.0003281542287518,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Cataloochee Ranger Stn
1305,11895,483,483,11,0.611111111111111,0.0097487691967931,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Cataloochee Ranger Stn
1306,11895,483,483,11,0.8888888888888888,0.0001702937757795,Betula,alleghaniensis,yellow birch,Betula alleghaniensis,Betula,lenta,sweet birch,Betula lenta,GRSM-Cataloochee Ranger Stn
1307,11895,483,483,11,0.7339758434175737,0.0017872890369872,Betula,alleghaniensis,yellow birch,Betula alleghaniensis,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Cataloochee Ranger Stn
1308,11895,483,483,11,0.7592592592592592,0.0013218707803182,Betula,alleghaniensis,yellow birch,Betula alleghaniensis,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Cataloochee Ranger Stn
1309,11895,498,498,10,1.0,5.511463844797178e-07,Betula,alleghaniensis,yellow birch,Betula alleghaniensis,Betula,lenta,sweet birch,Betula lenta,GRSM-Cataloochee Ranger Stn
1310,11895,483,483,11,0.6238794669049377,0.0079319235327952,Betula,lenta,sweet birch,Betula lenta,Platanus,occidentalis,American sycamore,Platanus occidentalis,GRSM-Cataloochee Ranger Stn
1311,11895,483,483,11,0.6851851851851851,0.0037566789893243,Betula,lenta,sweet birch,Betula lenta,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Cataloochee Ranger Stn
1312,11895,483,483,11,0.7706746355884524,0.0010393630991335,Platanus,occidentalis,American sycamore,Platanus occidentalis,Aesculus,flava,yellow buckeye,Aesculus flava,GRSM-Cataloochee Ranger Stn
1313,11896,483,483,12,0.6511823565933444,0.0037272392778565,Acer,rubrum,red maple,Acer rubrum,Quercus,alba,white oak,Quercus alba,GRSM-AT Fontana
1316,11896,498,498,10,0.5555555555555555,0.0286094576719576,Acer,rubrum,red maple,Acer rubrum,Quercus,alba,white oak,Quercus alba,GRSM-AT Fontana
1317,11896,498,498,10,0.6,0.0166661155202821,Acer,rubrum,red maple,Acer rubrum,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-AT Fontana
1318,11896,483,483,12,0.558156305651438,0.0129176954299483,Quercus,alba,white oak,Quercus alba,Nyssa,sylvatica,blackgum,Nyssa sylvatica,GRSM-AT Fontana
1320,11896,498,498,10,0.8666666666666666,0.0001151895943562,Quercus,alba,white oak,Quercus alba,Oxydendrum,arboreum,sourwood,Oxydendrum arboreum,GRSM-AT Fontana
1321,11896,483,483,12,0.515625,0.0223628034372094,Nyssa,sylvatica,blackgum,Nyssa sylvatica,Carya,tomentosa,mockernut hickory,Carya tomentosa,GRSM-AT Fontana
1322,11897,483,483,12,0.9076923076923078,4.807501627297362e-05,Acer,rubrum,red maple,Acer rubrum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-AT Lakeshore Trail
1323,11899,471,498,11,0.8148148148148148,0.0005686266662584,Acer,rubrum,red maple,Acer rubrum,Acer,rubrum,red maple,Acer rubrum,GRSM-Cataloochee Divide
1324,11899,471,471,11,0.5137830903923016,0.0287839658757383,Acer,rubrum,red maple,Acer rubrum,Acer,pensylvanicum,striped maple,Acer pensylvanicum,GRSM-Cataloochee Divide
1325,11899,471,471,11,0.5137830903923016,0.0287839658757383,Acer,rubrum,red maple,Acer rubrum,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Cataloochee Divide
1326,11899,483,483,12,0.703125,0.0018410212585438,Acer,rubrum,red maple,Acer rubrum,Acer,pensylvanicum,striped maple,Acer pensylvanicum,GRSM-Cataloochee Divide
1329,11899,471,471,11,0.7454545454545454,0.0007595298220298,Acer,pensylvanicum,striped maple,Acer pensylvanicum,Halesia,carolina,Carolina silverbell,Halesia carolina,GRSM-Cataloochee Divide
1331,12002,483,483,12,0.7272727272727272,0.0004988835110362,Nyssa,sylvatica,blackgum,Nyssa sylvatica,Quercus,velutina,black oak,Quercus velutina,GRSM-Look Rock AQ
1341,12003,467,467,11,0.5504818825631803,0.0191495715007661,Acer,rubrum,red maple,Acer rubrum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Elkmont AQ
1346,12003,471,471,12,0.5954371961386479,0.0073481685418874,Acer,rubrum,red maple,Acer rubrum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Elkmont AQ
1354,12003,483,483,12,0.542651963827787,0.0156501377233771,Acer,rubrum,red maple,Acer rubrum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Elkmont AQ
1360,12003,498,483,12,-0.5736606474750892,0.0106161341700328,Acer,rubrum,red maple,Acer rubrum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Elkmont AQ
1361,12003,498,498,12,0.671875,0.0029173527829557,Acer,rubrum,red maple,Acer rubrum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Elkmont AQ
1363,12003,498,498,12,0.558156305651438,0.0129176954299483,Acer,rubrum,red maple,Acer rubrum,Betula,lenta,sweet birch,Betula lenta,GRSM-Elkmont AQ
1365,12003,467,371,11,0.537037037037037,0.0231270912645807,Cornus,florida,flowering dogwood,Cornus florida,Betula,lenta,sweet birch,Betula lenta,GRSM-Elkmont AQ
1382,17582,483,483,11,0.6296296296296295,0.0077461911689365,Acer,rubrum,red maple,Acer rubrum,Acer,saccharum,sugar maple,Acer saccharum,GRSM-Davenport Gap
1388,17582,467,467,10,0.5555555555555555,0.0286094576719576,Acer,saccharum,sugar maple,Acer saccharum,Liriodendron,tulipifera,tuliptree,Liriodendron tulipifera,GRSM-Davenport Gap
1391,17582,483,483,11,0.537037037037037,0.0231270912645807,Acer,saccharum,sugar maple,Acer saccharum,Quercus,montana,chestnut oak,Quercus montana,GRSM-Davenport Gap
